Geo Code,Geo,Crime Code,Crime,Value,Year,Indicator Code,Formule,Measure Of Unit
170,Área Metropolitana de Lisboa,1,Crimes of assault,5.9,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701105,Cascais,1,Crimes of assault,5.9,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701106,Lisboa,1,Crimes of assault,7.5,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701107,Loures,1,Crimes of assault,6.9,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701109,Mafra,1,Crimes of assault,3.7,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701110,Oeiras,1,Crimes of assault,5.1,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701111,Sintra,1,Crimes of assault,4.9,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701114,Vila Franca de Xira,1,Crimes of assault,5.4,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004202,Nordeste,1,Crimes of assault,7.8,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004203,Ponta Delgada,1,Crimes of assault,12.4,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004204,Povoação,1,Crimes of assault,8.1,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004205,Ribeira Grande,1,Crimes of assault,14.1,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004206,Vila Franca do Campo,1,Crimes of assault,14,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004301,Angra do Heroísmo,1,Crimes of assault,8,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004302,Vila da Praia da Vitória,1,Crimes of assault,9.1,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004401,Santa Cruz da Graciosa,1,Crimes of assault,7.7,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004501,Calheta,1,Crimes of assault,7.1,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004502,Velas,1,Crimes of assault,6.7,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
200,Região Autónoma dos Açores,1,Crimes of assault,10.6,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004101,Vila do Porto,1,Crimes of assault,9.1,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004201,Lagoa,1,Crimes of assault,13.3,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003109,Santana,1,Crimes of assault,5.6,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003110,São Vicente,1,Crimes of assault,6.6,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003201,Porto Santo,1,Crimes of assault,7.8,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
PT,Portugal,1,Crimes of assault,5.8,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
16D0101,Águeda,1,Crimes of assault,5.1,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
16D0102,Albergaria-a-Velha,1,Crimes of assault,5.4,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
16D0103,Anadia,1,Crimes of assault,4.2,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11A1317,Vila Nova de Gaia,1,Crimes of assault,6.3,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11A1318,Trofa,1,Crimes of assault,4.9,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11B,Alto Tâmega,1,Crimes of assault,5.3,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11B1702,Boticas,1,Crimes of assault,3.9,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11B1703,Chaves,1,Crimes of assault,5.8,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11B1706,Montalegre,1,Crimes of assault,4.7,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11B1709,Ribeira de Pena,1,Crimes of assault,2.9,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11B1712,Valpaços,1,Crimes of assault,5.5,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11B1713,Vila Pouca de Aguiar,1,Crimes of assault,5.5,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C,Tâmega e Sousa,1,Crimes of assault,4.9,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C0106,Castelo de Paiva,1,Crimes of assault,5,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C0305,Celorico de Basto,1,Crimes of assault,2.3,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1301,Amarante,1,Crimes of assault,5.6,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1302,Baião,1,Crimes of assault,5.9,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1303,Felgueiras,1,Crimes of assault,5.4,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1305,Lousada,1,Crimes of assault,4.3,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1307,Marco de Canaveses,1,Crimes of assault,4.8,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1309,Paços de Ferreira,1,Crimes of assault,4.5,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1311,Penafiel,1,Crimes of assault,4.7,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1804,Cinfães,1,Crimes of assault,5.5,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11C1813,Resende,1,Crimes of assault,6.8,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D,Douro,1,Crimes of assault,5.2,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D0403,Carrazeda de Ansiães,1,Crimes of assault,5.6,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D0404,Freixo de Espada à Cinta,1,Crimes of assault,7.5,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D0409,Torre de Moncorvo,1,Crimes of assault,7.3,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D0914,Vila Nova de Foz Côa,1,Crimes of assault,5.4,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1701,Alijó,1,Crimes of assault,6.3,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1704,Mesão Frio,1,Crimes of assault,14.8,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500801,Albufeira,1,Crimes of assault,8,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1707,Murça,1,Crimes of assault,5.2,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1708,Peso da Régua,1,Crimes of assault,7,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701115,Amadora,1,Crimes of assault,5.9,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701116,Odivelas,1,Crimes of assault,4.6,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701502,Alcochete,1,Crimes of assault,5.3,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701503,Almada,1,Crimes of assault,5.3,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701504,Barreiro,1,Crimes of assault,7.7,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701506,Moita,1,Crimes of assault,5.8,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701507,Montijo,1,Crimes of assault,6.3,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701508,Palmela,1,Crimes of assault,4.6,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701510,Seixal,1,Crimes of assault,5.4,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701511,Sesimbra,1,Crimes of assault,5.6,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1701512,Setúbal,1,Crimes of assault,6.7,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
18,Alentejo,1,Crimes of assault,5,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
181,Alentejo Litoral,1,Crimes of assault,4,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1810211,Odemira,1,Crimes of assault,4.2,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1811501,Alcácer do Sal,1,Crimes of assault,3.9,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1811505,Grândola,1,Crimes of assault,5,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1861214,Portalegre,1,Crimes of assault,5.5,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1861215,Sousel,1,Crimes of assault,1.8,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
187,Alentejo Central,1,Crimes of assault,5.6,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870701,Alandroal,1,Crimes of assault,4.3,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870702,Arraiolos,1,Crimes of assault,3.9,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870703,Borba,1,Crimes of assault,4,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870704,Estremoz,1,Crimes of assault,4.6,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870705,Évora,1,Crimes of assault,7.6,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870706,Montemor-o-Novo,1,Crimes of assault,3.5,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870707,Mora,1,Crimes of assault,5.7,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870708,Mourão,1,Crimes of assault,4.2,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870709,Portel,1,Crimes of assault,1.4,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870710,Redondo,1,Crimes of assault,6,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870711,Reguengos de Monsaraz,1,Crimes of assault,4.2,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870712,Vendas Novas,1,Crimes of assault,7.3,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870713,Viana do Alentejo,1,Crimes of assault,8.1,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1870714,Vila Viçosa,1,Crimes of assault,2.2,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
2,Região Autónoma dos Açores,1,Crimes of assault,10.6,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
20,Região Autónoma dos Açores,1,Crimes of assault,10.6,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004601,Lajes do Pico,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004602,Madalena,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004603,São Roque do Pico,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004701,Horta,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004801,Lajes das Flores,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004802,Santa Cruz das Flores,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
2004901,Corvo,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
3,Região Autónoma da Madeira,2,Theft/purse snatching,0.7,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
30,Região Autónoma da Madeira,2,Theft/purse snatching,0.7,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
300,Região Autónoma da Madeira,2,Theft/purse snatching,0.7,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003101,Calheta,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003102,Câmara de Lobos,2,Theft/purse snatching,1.1,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003103,Funchal,2,Theft/purse snatching,1.3,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003104,Machico,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003105,Ponta do Sol,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003106,Porto Moniz,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003107,Ribeira Brava,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
3003108,Santa Cruz,2,Theft/purse snatching,0.4,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1805,Lamego,2,Theft/purse snatching,0.2,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1807,Moimenta da Beira,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1812,Penedono,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1815,São João da Pesqueira,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1818,Sernancelhe,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1819,Tabuaço,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11D1820,Tarouca,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E,Terras de Trás-os-Montes,2,Theft/purse snatching,0.2,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0401,Alfândega da Fé,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0402,Bragança,2,Theft/purse snatching,0.3,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0405,Macedo de Cavaleiros,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0406,Miranda do Douro,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0407,Mirandela,2,Theft/purse snatching,0.4,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0408,Mogadouro,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0410,Vila Flor,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0411,Vimioso,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
11E0412,Vinhais,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
15,Algarve,2,Theft/purse snatching,1.8,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
150,Algarve,2,Theft/purse snatching,1.8,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500802,Alcoutim,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500803,Aljezur,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500804,Castro Marim,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500805,Faro,2,Theft/purse snatching,1.9,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500806,Lagoa,2,Theft/purse snatching,0.9,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500807,Lagos,2,Theft/purse snatching,2.2,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500808,Loulé,2,Theft/purse snatching,2,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500809,Monchique,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500810,Olhão,2,Theft/purse snatching,1.4,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500811,Portimão,2,Theft/purse snatching,3.2,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500812,São Brás de Alportel,2,Theft/purse snatching,0.6,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500813,Silves,2,Theft/purse snatching,0.5,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500814,Tavira,2,Theft/purse snatching,1.5,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
1500815,Vila do Bispo,2,Theft/purse snatching,,2011,0008074,(Number of crimes/ Resident population)*1000,Permillage
